member_id,client_id,plan_tier
M005021,CL0043,Bronze
M005022,CL0033,Silver
M005023,CL0019,Gold
M005024,CL0037,Silver
M005025,CL0043,Silver
M005026,CL0032,Bronze
M005027,CL0050,Gold
M005028,CL0043,Silver
M005029,CL0016,Bronze
M005030,CL0040,Silver
M005031,CL0033,Gold
M005032,CL0032,Silver
M005033,CL0032,Bronze
M005034,CL0043,Bronze
M005035,CL0033,Gold
M005036,CL0032,Gold
M005037,CL0010,Bronze
M005038,CL0032,Bronze
M005039,CL0045,Bronze
M005040,CL0037,Bronze
M005041,CL0010,Bronze
M005042,CL0043,Silver
M005043,CL0043,Bronze
M005044,CL0033,Silver
M005045,CL0001,Silver
M005046,CL0033,Silver
M005047,CL0010,Gold
M005048,CL0020,Silver
M005049,CL0033,Bronze
M005050,CL0046,Silver
M005051,CL0024,Silver
M005052,CL0043,Silver
M005053,CL0047,Silver
M005054,CL0001,Silver
M005055,CL0016,Silver
M005056,CL0037,Gold
M005057,CL0040,Silver
M005058,CL0030,Silver
M005059,CL0036,Gold
M005060,CL0033,Silver
M005061,CL0037,Bronze
M005062,CL0037,Silver
M005063,CL0012,Silver
M005064,CL0014,Gold
M005065,CL0013,Gold
M005066,CL0050,Gold
M005067,CL0046,Silver
M005068,CL0041,Bronze
M005069,CL0013,Silver
M005070,CL0033,Silver
M005071,CL0015,Gold
M005072,CL0026,Bronze
M005073,CL0016,Silver
M005074,CL0043,Silver
M005075,CL0013,Gold
M005076,CL0033,Silver
M005077,CL0050,Bronze
M005078,CL0037,Silver
M005079,CL0011,Silver
M005080,CL0045,Silver
M005081,CL0033,Bronze
M005082,CL0032,Silver
M005083,CL0036,Silver
M005084,CL0043,Bronze
M005085,CL0032,Silver
M005086,CL0032,Gold
M005087,CL0032,Bronze
M005088,CL0010,Bronze
M005089,CL0040,Silver
M005090,CL0013,Silver
M005091,CL0030,Silver
M005092,CL0030,Silver
M005093,CL0019,Silver
M005094,CL0031,Gold
M005095,CL0033,Silver
M005096,CL0020,Gold
M005097,CL0015,Gold
M005098,CL0043,Bronze
M005099,CL0050,Bronze
M005100,CL0032,Gold
M005101,CL0020,Silver
M005102,CL0010,Silver
M005103,CL0005,Bronze
M005104,CL0030,Gold
M005105,CL0050,Silver
M005106,CL0037,Silver
M005107,CL0022,Bronze
M005108,CL0050,Bronze
M005109,CL0031,Gold
M005110,CL0019,Silver
M005111,CL0031,Gold
M005112,CL0016,Bronze
M005113,CL0043,Silver
M005114,CL0025,Gold
M005115,CL0036,Silver
M005116,CL0030,Silver
M005117,CL0045,Bronze
M005118,CL0033,Silver
M005119,CL0032,Silver
M005120,CL0013,Bronze
M005121,CL0045,Bronze
M005122,CL0033,Bronze
M005123,CL0019,Gold
M005124,CL0043,Gold
M005125,CL0010,Bronze
M005126,CL0020,Gold
M005127,CL0032,Silver
M005128,CL0020,Gold
M005129,CL0032,Silver
M005130,CL0016,Bronze
M005131,CL0013,Gold
M005132,CL0005,Gold
M005133,CL0014,Silver
M005134,CL0050,Silver
M005135,CL0033,Gold
M005136,CL0032,Bronze
M005137,CL0029,Gold
M005138,CL0037,Gold
M005139,CL0013,Bronze
M005140,CL0019,Bronze
M005141,CL0035,Bronze
M005142,CL0032,Gold
M005143,CL0040,Gold
M005144,CL0045,Silver
M005145,CL0043,Gold
M005146,CL0015,Gold
M005147,CL0012,Gold
M005148,CL0015,Silver
M005149,CL0040,Gold
M005150,CL0046,Bronze
M005151,CL0048,Bronze
M005152,CL0019,Silver
M005153,CL0043,Bronze
M005154,CL0032,Bronze
M005155,CL0043,Bronze
M005156,CL0033,Silver
M005157,CL0013,Silver
M005158,CL0011,Gold
M005159,CL0050,Silver
M005160,CL0031,Silver
M005161,CL0023,Gold
M005162,CL0024,Gold
M005163,CL0027,Silver
M005164,CL0050,Silver
M005165,CL0010,Gold
M005166,CL0013,Gold
M005167,CL0041,Silver
M005168,CL0033,Silver
M005169,CL0013,Silver
M005170,CL0003,Bronze
M005171,CL0016,Silver
M005172,CL0016,Bronze
M005173,CL0001,Bronze
M005174,CL0016,Bronze
M005175,CL0037,Bronze
M005176,CL0043,Bronze
M005177,CL0045,Gold
M005178,CL0030,Bronze
M005179,CL0020,Bronze
M005180,CL0050,Gold
M005181,CL0040,Silver
M005182,CL0032,Silver
M005183,CL0016,Gold
M005184,CL0020,Silver
M005185,CL0032,Silver
M005186,CL0032,Silver
M005187,CL0001,Silver
M005188,CL0050,Gold
M005189,CL0033,Silver
M005190,CL0033,Bronze
M005191,CL0016,Silver
M005192,CL0040,Silver
M005193,CL0037,Bronze
M005194,CL0012,Silver
M005195,CL0033,Gold
M005196,CL0036,Bronze
M005197,CL0043,Silver
M005198,CL0016,Silver
M005199,CL0043,Silver
M005200,CL0032,Bronze
M005201,CL0012,Gold
M005202,CL0012,Bronze
M005203,CL0016,Gold
M005204,CL0019,Bronze
M005205,CL0032,Gold
M005206,CL0038,Bronze
M005207,CL0015,Gold
M005208,CL0050,Gold
M005209,CL0014,Gold
M005210,CL0033,Gold
M005211,CL0050,Silver
M005212,CL0043,Silver
M005213,CL0033,Gold
M005214,CL0037,Gold
M005215,CL0013,Silver
M005216,CL0001,Silver
M005217,CL0031,Bronze
M005218,CL0012,Silver
M005219,CL0024,Silver
M005220,CL0016,Gold
M005221,CL0046,Silver
M005222,CL0043,Silver
M005223,CL0043,Bronze
M005224,CL0037,Bronze
M005225,CL0013,Gold
M005226,CL0010,Bronze
M005227,CL0034,Gold
M005228,CL0033,Bronze
M005229,CL0026,Gold
M005230,CL0032,Bronze
M005231,CL0032,Silver
M005232,CL0016,Gold
M005233,CL0020,Bronze
M005234,CL0031,Silver
M005235,CL0033,Gold
M005236,CL0050,Bronze
M005237,CL0032,Silver
M005238,CL0037,Silver
M005239,CL0042,Gold
M005240,CL0012,Silver
M005241,CL0033,Silver
M005242,CL0032,Gold
M005243,CL0033,Silver
M005244,CL0007,Bronze
M005245,CL0045,Bronze
M005246,CL0050,Silver
M005247,CL0001,Silver
M005248,CL0016,Silver
M005249,CL0015,Silver
M005250,CL0040,Gold
M005251,CL0033,Gold
M005252,CL0015,Bronze
M005253,CL0042,Silver
M005254,CL0024,Silver
M005255,CL0032,Bronze
M005256,CL0030,Bronze
M005257,CL0032,Gold
M005258,CL0032,Gold
M005259,CL0019,Gold
M005260,CL0031,Gold
M005261,CL0045,Silver
M005262,CL0032,Gold
M005263,CL0046,Silver
M005264,CL0033,Bronze
M005265,CL0040,Bronze
M005266,CL0019,Silver
M005267,CL0041,Bronze
M005268,CL0016,Gold
M005269,CL0001,Silver
M005270,CL0014,Gold
M005271,CL0001,Silver
M005272,CL0050,Silver
M005273,CL0050,Bronze
M005274,CL0040,Bronze
M005275,CL0012,Silver
M005276,CL0045,Bronze
M005277,CL0038,Gold
M005278,CL0020,Bronze
M005279,CL0032,Gold
M005280,CL0036,Silver
M005281,CL0002,Silver
M005282,CL0032,Gold
M005283,CL0037,Silver
M005284,CL0015,Bronze
M005285,CL0032,Silver
M005286,CL0032,Bronze
M005287,CL0037,Silver
M005288,CL0050,Silver
M005289,CL0043,Gold
M005290,CL0033,Bronze
M005291,CL0033,Bronze
M005292,CL0033,Bronze
M005293,CL0032,Gold
M005294,CL0010,Gold
M005295,CL0037,Silver
M005296,CL0037,Silver
M005297,CL0032,Gold
M005298,CL0043,Silver
M005299,CL0037,Gold
M005300,CL0025,Gold
M005301,CL0001,Silver
M005302,CL0010,Silver
M005303,CL0023,Bronze
M005304,CL0032,Bronze
M005305,CL0015,Gold
M005306,CL0015,Bronze
M005307,CL0016,Bronze
M005308,CL0040,Gold
M005309,CL0040,Bronze
M005310,CL0028,Silver
M005311,CL0015,Silver
M005312,CL0012,Bronze
M005313,CL0012,Bronze
M005314,CL0030,Bronze
M005315,CL0008,Bronze
M005316,CL0020,Bronze
M005317,CL0050,Gold
M005318,CL0032,Gold
M005319,CL0043,Bronze
M005320,CL0013,Silver
M005321,CL0017,Silver
M005322,CL0050,Silver
M005323,CL0029,Gold
M005324,CL0033,Bronze
M005325,CL0050,Gold
M005326,CL0033,Silver
M005327,CL0020,Silver
M005328,CL0032,Gold
M005329,CL0010,Silver
M005330,CL0012,Gold
M005331,CL0001,Bronze
M005332,CL0043,Silver
M005333,CL0037,Silver
M005334,CL0019,Silver
M005335,CL0016,Bronze
M005336,CL0037,Silver
M005337,CL0048,Silver
M005338,CL0019,Bronze
M005339,CL0020,Silver
M005340,CL0043,Bronze
M005341,CL0043,Silver
M005342,CL0046,Gold
M005343,CL0019,Silver
M005344,CL0013,Silver
M005345,CL0032,Gold
M005346,CL0019,Silver
M005347,CL0043,Gold
M005348,CL0005,Bronze
M005349,CL0033,Silver
M005350,CL0045,Silver
M005351,CL0050,Silver
M005352,CL0033,Bronze
M005353,CL0050,Silver
M005354,CL0011,Silver
M005355,CL0024,Gold
M005356,CL0001,Silver
M005357,CL0050,Gold
M005358,CL0045,Silver
M005359,CL0003,Gold
M005360,CL0001,Bronze
M005361,CL0026,Gold
M005362,CL0016,Gold
M005363,CL0043,Gold
M005364,CL0014,Gold
M005365,CL0041,Gold
M005366,CL0033,Bronze
M005367,CL0027,Gold
M005368,CL0013,Bronze
M005369,CL0050,Gold
M005370,CL0033,Silver
M005371,CL0032,Bronze
M005372,CL0027,Silver
M005373,CL0045,Bronze
M005374,CL0043,Silver
M005375,CL0042,Silver
M005376,CL0033,Silver
M005377,CL0043,Silver
M005378,CL0019,Bronze
M005379,CL0037,Silver
M005380,CL0031,Silver
M005381,CL0033,Silver
M005382,CL0050,Bronze
M005383,CL0050,Silver
M005384,CL0032,Gold
M005385,CL0033,Gold
M005386,CL0045,Bronze
M005387,CL0050,Gold
M005388,CL0040,Bronze
M005389,CL0010,Bronze
M005390,CL0020,Bronze
M005391,CL0045,Silver
M005392,CL0040,Gold
M005393,CL0038,Gold
M005394,CL0036,Silver
M005395,CL0031,Silver
M005396,CL0031,Bronze
M005397,CL0042,Gold
M005398,CL0019,Bronze
M005399,CL0037,Bronze
M005400,CL0037,Gold
M005401,CL0043,Bronze
M005402,CL0020,Bronze
M005403,CL0038,Gold
M005404,CL0012,Bronze
M005405,CL0013,Bronze
M005406,CL0031,Silver
M005407,CL0010,Bronze
M005408,CL0050,Gold
M005409,CL0045,Silver
M005410,CL0010,Silver
M005411,CL0043,Bronze
M005412,CL0032,Bronze
M005413,CL0037,Gold
M005414,CL0043,Bronze
M005415,CL0033,Bronze
M005416,CL0013,Bronze
M005417,CL0001,Gold
M005418,CL0032,Gold
M005419,CL0050,Bronze
M005420,CL0033,Bronze
M005421,CL0027,Gold
M005422,CL0003,Bronze
M005423,CL0046,Silver
M005424,CL0020,Silver
M005425,CL0037,Silver
M005426,CL0037,Bronze
M005427,CL0016,Gold
M005428,CL0010,Bronze
M005429,CL0030,Silver
M005430,CL0020,Silver
M005431,CL0037,Gold
M005432,CL0043,Silver
M005433,CL0016,Silver
M005434,CL0032,Bronze
M005435,CL0008,Silver
M005436,CL0016,Silver
M005437,CL0040,Silver
M005438,CL0041,Silver
M005439,CL0040,Gold
M005440,CL0013,Bronze
M005441,CL0033,Gold
M005442,CL0031,Silver
M005443,CL0050,Silver
M005444,CL0034,Silver
M005445,CL0050,Silver
M005446,CL0013,Gold
M005447,CL0032,Silver
M005448,CL0040,Silver
M005449,CL0026,Silver
M005450,CL0033,Silver
M005451,CL0032,Bronze
M005452,CL0050,Gold
M005453,CL0015,Bronze
M005454,CL0050,Silver
M005455,CL0031,Silver
M005456,CL0032,Gold
M005457,CL0032,Silver
M005458,CL0016,Bronze
M005459,CL0050,Bronze
M005460,CL0046,Silver
M005461,CL0050,Silver
M005462,CL0050,Silver
M005463,CL0037,Gold
M005464,CL0032,Silver
M005465,CL0043,Gold
M005466,CL0002,Bronze
M005467,CL0043,Gold
M005468,CL0032,Bronze
M005469,CL0037,Gold
M005470,CL0027,Bronze
M005471,CL0026,Silver
M005472,CL0003,Silver
M005473,CL0031,Silver
M005474,CL0031,Gold
M005475,CL0016,Silver
M005476,CL0016,Bronze
M005477,CL0033,Silver
M005478,CL0020,Bronze
M005479,CL0043,Silver
M005480,CL0012,Bronze
M005481,CL0033,Silver
M005482,CL0014,Gold
M005483,CL0032,Bronze
M005484,CL0033,Gold
M005485,CL0033,Gold
M005486,CL0031,Silver
M005487,CL0032,Silver
M005488,CL0015,Gold
M005489,CL0032,Silver
M005490,CL0027,Gold
M005491,CL0036,Silver
M005492,CL0032,Bronze
M005493,CL0040,Silver
M005494,CL0031,Silver
M005495,CL0016,Bronze
M005496,CL0019,Bronze
M005497,CL0008,Silver
M005498,CL0032,Bronze
M005499,CL0043,Bronze
M005500,CL0040,Bronze
M005501,CL0032,Silver
M005502,CL0015,Bronze
M005503,CL0043,Gold
M005504,CL0010,Gold
M005505,CL0031,Silver
M005506,CL0043,Bronze
M005507,CL0030,Silver
M005508,CL0013,Bronze
M005509,CL0016,Gold
M005510,CL0033,Bronze
M005511,CL0013,Bronze
M005512,CL0035,Bronze
M005513,CL0032,Gold
M005514,CL0020,Bronze
M005515,CL0016,Bronze
M005516,CL0043,Bronze
M005517,CL0030,Gold
M005518,CL0037,Silver
M005519,CL0032,Gold
M005520,CL0012,Gold
M005521,CL0032,Silver
M005522,CL0032,Bronze
M005523,CL0032,Gold
M005524,CL0042,Silver
M005525,CL0046,Silver
M005526,CL0040,Silver
M005527,CL0033,Silver
M005528,CL0032,Gold
M005529,CL0033,Gold
M005530,CL0019,Silver
M005531,CL0042,Bronze
M005532,CL0043,Gold
M005533,CL0016,Bronze
M005534,CL0045,Silver
M005535,CL0043,Bronze
M005536,CL0031,Silver
M005537,CL0045,Silver
M005538,CL0013,Silver
M005539,CL0003,Gold
M005540,CL0021,Gold
M005541,CL0033,Silver
M005542,CL0023,Silver
M005543,CL0050,Silver
M005544,CL0016,Silver
M005545,CL0019,Silver
M005546,CL0033,Gold
M005547,CL0001,Silver
M005548,CL0037,Bronze
M005549,CL0027,Silver
M005550,CL0050,Bronze
M005551,CL0037,Bronze
M005552,CL0010,Gold
M005553,CL0012,Bronze
M005554,CL0012,Silver
M005555,CL0050,Gold
M005556,CL0037,Silver
M005557,CL0031,Silver
M005558,CL0016,Silver
M005559,CL0043,Silver
M005560,CL0016,Gold
M005561,CL0037,Gold
M005562,CL0040,Bronze
M005563,CL0019,Silver
M005564,CL0032,Bronze
M005565,CL0016,Bronze
M005566,CL0027,Silver
M005567,CL0050,Silver
M005568,CL0037,Silver
M005569,CL0043,Silver
M005570,CL0032,Silver
M005571,CL0016,Gold
M005572,CL0037,Gold
M005573,CL0032,Silver
M005574,CL0015,Silver
M005575,CL0031,Bronze
M005576,CL0033,Bronze
M005577,CL0037,Bronze
M005578,CL0016,Gold
M005579,CL0043,Silver
M005580,CL0027,Silver
M005581,CL0019,Silver
M005582,CL0015,Silver
M005583,CL0042,Gold
M005584,CL0024,Bronze
M005585,CL0032,Gold
M005586,CL0016,Silver
M005587,CL0037,Bronze
M005588,CL0040,Silver
M005589,CL0020,Silver
M005590,CL0050,Bronze
M005591,CL0003,Bronze
M005592,CL0013,Silver
M005593,CL0033,Silver
M005594,CL0037,Silver
M005595,CL0016,Silver
M005596,CL0033,Silver
M005597,CL0020,Gold
M005598,CL0033,Gold
M005599,CL0036,Bronze
M005600,CL0050,Bronze
M005601,CL0032,Silver
M005602,CL0033,Bronze
M005603,CL0033,Gold
M005604,CL0020,Bronze
M005605,CL0016,Bronze
M005606,CL0050,Gold
M005607,CL0016,Bronze
M005608,CL0041,Bronze
M005609,CL0013,Gold
M005610,CL0042,Bronze
M005611,CL0015,Silver
M005612,CL0050,Silver
M005613,CL0037,Bronze
M005614,CL0012,Bronze
M005615,CL0037,Bronze
M005616,CL0033,Silver
M005617,CL0020,Gold
M005618,CL0016,Silver
M005619,CL0037,Silver
M005620,CL0038,Silver
M005621,CL0020,Gold
M005622,CL0043,Silver
M005623,CL0019,Gold
M005624,CL0010,Silver
M005625,CL0033,Silver
M005626,CL0012,Bronze
M005627,CL0019,Gold
M005628,CL0032,Silver
M005629,CL0019,Gold
M005630,CL0016,Gold
M005631,CL0037,Bronze
M005632,CL0033,Silver
M005633,CL0043,Gold
M005634,CL0033,Bronze
M005635,CL0032,Silver
M005636,CL0016,Silver
M005637,CL0041,Silver
M005638,CL0016,Gold
M005639,CL0016,Silver
M005640,CL0043,Silver
M005641,CL0038,Silver
M005642,CL0033,Bronze
M005643,CL0007,Bronze
M005644,CL0013,Silver
M005645,CL0032,Gold
M005646,CL0038,Silver
M005647,CL0032,Silver
M005648,CL0001,Bronze
M005649,CL0015,Bronze
M005650,CL0033,Bronze
M005651,CL0037,Gold
M005652,CL0003,Silver
M005653,CL0008,Gold
M005654,CL0016,Bronze
M005655,CL0011,Silver
M005656,CL0032,Bronze
M005657,CL0013,Gold
M005658,CL0033,Bronze
M005659,CL0040,Bronze
M005660,CL0050,Bronze
M005661,CL0050,Bronze
M005662,CL0019,Silver
M005663,CL0003,Gold
M005664,CL0020,Gold
M005665,CL0037,Silver
M005666,CL0010,Gold
M005667,CL0024,Silver
M005668,CL0019,Gold
M005669,CL0016,Bronze
M005670,CL0037,Silver
M005671,CL0036,Bronze
M005672,CL0032,Gold
M005673,CL0046,Silver
M005674,CL0012,Bronze
M005675,CL0013,Bronze
M005676,CL0028,Silver
M005677,CL0035,Silver
M005678,CL0033,Silver
M005679,CL0011,Gold
M005680,CL0050,Silver
M005681,CL0020,Silver
M005682,CL0024,Silver
M005683,CL0033,Gold
M005684,CL0050,Silver
M005685,CL0036,Silver
M005686,CL0050,Silver
M005687,CL0015,Silver
M005688,CL0033,Gold
M005689,CL0043,Silver
M005690,CL0032,Silver
M005691,CL0025,Silver
M005692,CL0050,Silver
M005693,CL0013,Bronze
M005694,CL0031,Gold
M005695,CL0043,Bronze
M005696,CL0045,Bronze
M005697,CL0050,Silver
M005698,CL0043,Bronze
M005699,CL0010,Bronze
M005700,CL0050,Gold
M005701,CL0031,Silver
M005702,CL0033,Gold
M005703,CL0030,Bronze
M005704,CL0042,Bronze
M005705,CL0033,Bronze
M005706,CL0043,Bronze
M005707,CL0015,Silver
M005708,CL0015,Gold
M005709,CL0032,Silver
M005710,CL0001,Silver
M005711,CL0037,Silver
M005712,CL0019,Bronze
M005713,CL0033,Bronze
M005714,CL0010,Silver
M005715,CL0015,Bronze
M005716,CL0033,Silver
M005717,CL0020,Silver
M005718,CL0016,Silver
M005719,CL0016,Silver
M005720,CL0016,Silver
M005721,CL0033,Silver
M005722,CL0015,Silver
M005723,CL0025,Bronze
M005724,CL0037,Gold
M005725,CL0032,Silver
M005726,CL0033,Gold
M005727,CL0016,Gold
M005728,CL0050,Silver
M005729,CL0031,Silver
M005730,CL0019,Silver
M005731,CL0045,Silver
M005732,CL0035,Silver
M005733,CL0033,Silver
M005734,CL0043,Gold
M005735,CL0010,Silver
M005736,CL0043,Bronze
M005737,CL0037,Bronze
M005738,CL0025,Bronze
M005739,CL0016,Gold
M005740,CL0012,Silver
M005741,CL0050,Gold
M005742,CL0013,Silver
M005743,CL0016,Gold
M005744,CL0037,Silver
M005745,CL0037,Gold
M005746,CL0014,Silver
M005747,CL0042,Bronze
M005748,CL0032,Silver
M005749,CL0043,Bronze
M005750,CL0012,Bronze
M005751,CL0008,Silver
M005752,CL0033,Bronze
M005753,CL0013,Silver
M005754,CL0032,Silver
M005755,CL0001,Gold
M005756,CL0040,Silver
M005757,CL0045,Gold
M005758,CL0043,Silver
M005759,CL0050,Silver
M005760,CL0045,Silver
M005761,CL0032,Gold
M005762,CL0031,Bronze
M005763,CL0044,Bronze
M005764,CL0048,Silver
M005765,CL0050,Bronze
M005766,CL0040,Bronze
M005767,CL0016,Bronze
M005768,CL0050,Bronze
M005769,CL0050,Bronze
M005770,CL0036,Silver
M005771,CL0043,Gold
M005772,CL0033,Gold
M005773,CL0050,Bronze
M005774,CL0012,Bronze
M005775,CL0043,Gold
M005776,CL0010,Silver
M005777,CL0020,Silver
M005778,CL0013,Silver
M005779,CL0032,Bronze
M005780,CL0016,Bronze
M005781,CL0050,Silver
M005782,CL0033,Silver
M005783,CL0045,Gold
M005784,CL0019,Bronze
M005785,CL0003,Bronze
M005786,CL0040,Gold
M005787,CL0037,Gold
M005788,CL0032,Bronze
M005789,CL0042,Silver
M005790,CL0043,Silver
M005791,CL0033,Bronze
M005792,CL0050,Gold
M005793,CL0037,Bronze
M005794,CL0037,Bronze
M005795,CL0025,Silver
M005796,CL0001,Silver
M005797,CL0016,Gold
M005798,CL0040,Silver
M005799,CL0037,Bronze
M005800,CL0020,Silver
M005801,CL0033,Bronze
M005802,CL0015,Bronze
M005803,CL0016,Bronze
M005804,CL0050,Bronze
M005805,CL0031,Silver
M005806,CL0016,Gold
M005807,CL0032,Bronze
M005808,CL0030,Silver
M005809,CL0037,Bronze
M005810,CL0050,Silver
M005811,CL0033,Silver
M005812,CL0033,Bronze
M005813,CL0026,Gold
M005814,CL0033,Silver
M005815,CL0020,Gold
M005816,CL0001,Gold
M005817,CL0043,Bronze
M005818,CL0031,Gold
M005819,CL0032,Silver
M005820,CL0011,Silver
M005821,CL0043,Gold
M005822,CL0015,Silver
M005823,CL0031,Silver
M005824,CL0043,Silver
M005825,CL0032,Gold
M005826,CL0050,Gold
M005827,CL0016,Bronze
M005828,CL0037,Silver
M005829,CL0050,Bronze
M005830,CL0033,Gold
M005831,CL0037,Bronze
M005832,CL0030,Bronze
M005833,CL0038,Silver
M005834,CL0045,Silver
M005835,CL0037,Silver
M005836,CL0050,Silver
M005837,CL0033,Gold
M005838,CL0033,Bronze
M005839,CL0020,Silver
M005840,CL0037,Silver
M005841,CL0043,Silver
M005842,CL0033,Silver
M005843,CL0016,Silver
M005844,CL0032,Silver
M005845,CL0040,Bronze
M005846,CL0050,Silver
M005847,CL0014,Silver
M005848,CL0013,Silver
M005849,CL0031,Gold
M005850,CL0013,Gold
M005851,CL0050,Silver
M005852,CL0031,Bronze
M005853,CL0032,Bronze
M005854,CL0016,Silver
M005855,CL0032,Gold
M005856,CL0050,Bronze
M005857,CL0032,Silver
M005858,CL0001,Silver
M005859,CL0016,Silver
M005860,CL0050,Silver
M005861,CL0050,Silver
M005862,CL0016,Gold
M005863,CL0033,Silver
M005864,CL0011,Bronze
M005865,CL0033,Silver
M005866,CL0013,Silver
M005867,CL0043,Bronze
M005868,CL0050,Gold
M005869,CL0015,Silver
M005870,CL0032,Silver
M005871,CL0012,Gold
M005872,CL0020,Silver
M005873,CL0010,Gold
M005874,CL0016,Silver
M005875,CL0050,Silver
M005876,CL0008,Bronze
M005877,CL0043,Silver
M005878,CL0011,Silver
M005879,CL0032,Gold
M005880,CL0032,Gold
M005881,CL0050,Bronze
M005882,CL0016,Silver
M005883,CL0015,Bronze
M005884,CL0038,Silver
M005885,CL0037,Silver
M005886,CL0037,Silver
M005887,CL0003,Silver
M005888,CL0016,Gold
M005889,CL0043,Silver
M005890,CL0033,Bronze
M005891,CL0033,Silver
M005892,CL0019,Silver
M005893,CL0016,Silver
M005894,CL0050,Bronze
M005895,CL0037,Gold
M005896,CL0013,Bronze
M005897,CL0050,Bronze
M005898,CL0033,Silver
M005899,CL0020,Silver
M005900,CL0030,Silver
M005901,CL0037,Bronze
M005902,CL0027,Silver
M005903,CL0033,Silver
M005904,CL0037,Silver
M005905,CL0015,Bronze
M005906,CL0050,Silver
M005907,CL0024,Silver
M005908,CL0031,Silver
M005909,CL0037,Bronze
M005910,CL0033,Silver
M005911,CL0032,Silver
M005912,CL0033,Bronze
M005913,CL0045,Silver
M005914,CL0042,Silver
M005915,CL0043,Gold
M005916,CL0016,Bronze
M005917,CL0031,Silver
M005918,CL0033,Gold
M005919,CL0008,Silver
M005920,CL0040,Gold
M005921,CL0020,Silver
M005922,CL0019,Gold
M005923,CL0016,Gold
M005924,CL0019,Bronze
M005925,CL0020,Gold
M005926,CL0033,Bronze
M005927,CL0033,Silver
M005928,CL0016,Silver
M005929,CL0016,Silver
M005930,CL0043,Bronze
M005931,CL0012,Bronze
M005932,CL0032,Bronze
M005933,CL0032,Silver
M005934,CL0033,Bronze
M005935,CL0043,Bronze
M005936,CL0033,Gold
M005937,CL0050,Gold
M005938,CL0043,Silver
M005939,CL0016,Silver
M005940,CL0016,Silver
M005941,CL0020,Silver
M005942,CL0030,Silver
M005943,CL0033,Bronze
M005944,CL0016,Silver
M005945,CL0016,Gold
M005946,CL0028,Bronze
M005947,CL0037,Bronze
M005948,CL0037,Gold
M005949,CL0050,Bronze
M005950,CL0016,Silver
M005951,CL0030,Bronze
M005952,CL0050,Bronze
M005953,CL0037,Silver
M005954,CL0033,Gold
M005955,CL0032,Silver
M005956,CL0011,Gold
M005957,CL0043,Bronze
M005958,CL0033,Bronze
M005959,CL0033,Silver
M005960,CL0032,Bronze
M005961,CL0030,Silver
M005962,CL0016,Gold
M005963,CL0040,Bronze
M005964,CL0032,Gold
M005965,CL0003,Silver
M005966,CL0031,Bronze
M005967,CL0050,Silver
M005968,CL0027,Silver
M005969,CL0031,Silver
M005970,CL0033,Silver
M005971,CL0042,Silver
M005972,CL0036,Silver
M005973,CL0043,Silver
M005974,CL0013,Bronze
M005975,CL0048,Gold
M005976,CL0045,Bronze
M005977,CL0032,Silver
M005978,CL0033,Gold
M005979,CL0016,Bronze
M005980,CL0032,Silver
M005981,CL0016,Bronze
M005982,CL0001,Bronze
M005983,CL0050,Silver
M005984,CL0016,Gold
M005985,CL0033,Silver
M005986,CL0019,Gold
M005987,CL0027,Silver
M005988,CL0031,Gold
M005989,CL0020,Gold
M005990,CL0033,Silver
M005991,CL0050,Silver
M005992,CL0031,Silver
M005993,CL0050,Silver
M005994,CL0036,Gold
M005995,CL0033,Silver
M005996,CL0016,Gold
M005997,CL0010,Silver
M005998,CL0043,Gold
M005999,CL0033,Silver
M006000,CL0031,Bronze
M006001,CL0042,Silver
M006002,CL0020,Gold
M006003,CL0040,Silver
M006004,CL0020,Silver
M006005,CL0048,Gold
M006006,CL0016,Gold
M006007,CL0013,Bronze
M006008,CL0037,Bronze
M006009,CL0015,Gold
M006010,CL0050,Bronze
M006011,CL0035,Gold
M006012,CL0016,Silver
M006013,CL0016,Silver
M006014,CL0048,Silver
M006015,CL0033,Gold
M006016,CL0043,Bronze
M006017,CL0012,Bronze
M006018,CL0048,Gold
M006019,CL0032,Silver
M006020,CL0036,Bronze
M006021,CL0027,Bronze
M006022,CL0010,Silver
M006023,CL0050,Silver
M006024,CL0050,Gold
M006025,CL0026,Gold
M006026,CL0050,Silver
M006027,CL0015,Silver
M006028,CL0013,Silver
M006029,CL0010,Silver
M006030,CL0030,Gold
M006031,CL0010,Bronze
M006032,CL0030,Silver
M006033,CL0013,Bronze
M006034,CL0037,Silver
M006035,CL0043,Silver
M006036,CL0037,Bronze
M006037,CL0016,Gold
M006038,CL0040,Silver
M006039,CL0016,Gold
M006040,CL0040,Gold
M006041,CL0033,Gold
M006042,CL0026,Bronze
M006043,CL0011,Gold
M006044,CL0043,Gold
M006045,CL0050,Gold
M006046,CL0036,Gold
M006047,CL0050,Gold
M006048,CL0050,Silver
M006049,CL0015,Bronze
M006050,CL0037,Silver
M006051,CL0022,Bronze
M006052,CL0032,Silver
M006053,CL0014,Bronze
M006054,CL0050,Silver
M006055,CL0037,Gold
M006056,CL0016,Gold
M006057,CL0027,Gold
M006058,CL0031,Bronze
M006059,CL0038,Gold
M006060,CL0048,Gold
M006061,CL0020,Gold
M006062,CL0032,Bronze
M006063,CL0033,Gold
M006064,CL0030,Silver
M006065,CL0032,Silver
M006066,CL0012,Bronze
M006067,CL0015,Gold
M006068,CL0031,Gold
M006069,CL0046,Gold
M006070,CL0022,Bronze
M006071,CL0016,Bronze
